tile_h,tile_v,target
11517,4125,0
11550,4125,0
11583,4125,0
11715,4125,0
11748,4125,0
11814,4125,0
11847,4125,0
11913,4125,0
11946,4125,0
11979,4125,0
12012,4125,0
12045,4125,0
12078,4125,0
12111,4125,0
12144,4125,0
12177,4125,0
12210,4125,0
12243,4125,0
12309,4125,0
1023,4158,0
1056,4158,0
1089,4158,0
1122,4158,0
1155,4158,0
1188,4158,0
1254,4158,0
1287,4158,0
1320,4158,0
1353,4158,0
1386,4158,0
1485,4158,0
1518,4158,0
1551,4158,0
1650,4158,0
1716,4158,0
1749,4158,0
1782,4158,0
1815,4158,0
1848,4158,0
1914,4158,0
2013,4158,0
2079,4158,0
2112,4158,0
2145,4158,0
2178,4158,0
2211,4158,0
2277,4158,0
2310,4158,0
2376,4158,0
2409,4158,0
2574,4158,0
2640,4158,0
2706,4158,0
2739,4158,0
2772,4158,0
2805,4158,0
2838,4158,0
2871,4158,0
2970,4158,0
3003,4158,0
3069,4158,0
3102,4158,0
3135,4158,0
3168,4158,0
3201,4158,0
3234,4158,0
3300,4158,0
3333,4158,0
3366,4158,0
3399,4158,0
3432,4158,0
3498,4158,0
3531,4158,0
3597,4158,0
3630,4158,0
3729,4158,0
3762,4158,0
3795,4158,0
3828,4158,0
3861,4158,0
3894,4158,22
3927,4158,0
3960,4158,0
4026,4158,0
4092,4158,0
4125,4158,0
4224,4158,0
4257,4158,0
4290,4158,0
4323,4158,0
4356,4158,0
4455,4158,0
4587,4158,0
4686,4158,0
4719,4158,0
4752,4158,0
4851,4158,0
4950,4158,0
5016,4158,0
5082,4158,0
5115,4158,0
5148,4158,0
5214,4158,0
5247,4158,0
5280,4158,0
5346,4158,0
5379,4158,0
5412,4158,0
5445,4158,0
5478,4158,0
5511,4158,0
5577,4158,0
5610,4158,0
5643,4158,0
5676,4158,0
5808,4158,0
5841,4158,0
5874,4158,0
5940,4158,0
5973,4158,0
6006,4158,0
6039,4158,0
6072,4158,0
6138,4158,0
6171,4158,0
6204,4158,0
6237,4158,0
6270,4158,0
6303,4158,0
6336,4158,0
6369,4158,0
6402,4158,0
6468,4158,0
6534,4158,0
6567,4158,0
6600,4158,0
6633,4158,0
6666,4158,0
6699,4158,0
6732,4158,0
6864,4158,0
6897,4158,0
6930,4158,0
6963,4158,0
7029,4158,0
7128,4158,0
7161,4158,0
7359,4158,0
7392,4158,0
7458,4158,0
7491,4158,0
7524,4158,0
7590,4158,0
7623,4158,0
7656,4158,0
7689,4158,0
7722,4158,0
7755,4158,0
7821,4158,0
7854,4158,0
7887,4158,0
7953,4158,0
7986,4158,0
8019,4158,0
8052,4158,42
8085,4158,0
8151,4158,107
8184,4158,0
8217,4158,0
8250,4158,0
8283,4158,0
8316,4158,0
8415,4158,0
8448,4158,0
8514,4158,0
8580,4158,0
8613,4158,0
8679,4158,0
8712,4158,0
8745,4158,0
8778,4158,0
8844,4158,0
8877,4158,0
8910,4158,0
8976,4158,0
9009,4158,0
9042,4158,0
9075,4158,0
9108,4158,0
9174,4158,0
9207,4158,0
9240,4158,0
9273,4158,0
9306,4158,0
9372,4158,0
9405,4158,0
9471,4158,154
9504,4158,10
9537,4158,0
9570,4158,0
9669,4158,0
9735,4158,0
9768,4158,0
9801,4158,0
9834,4158,0
9867,4158,0
9900,4158,0
9933,4158,0
9966,4158,0
9999,4158,0
10098,4158,0
10164,4158,0
10197,4158,0
10230,4158,0
10296,4158,0
10329,4158,0
10362,4158,0
10395,4158,0
10461,4158,0
10527,4158,0
10560,4158,0
10626,4158,0
10692,4158,0
10725,4158,0
10824,4158,0
10857,4158,0
10890,4158,0
10923,4158,0
11022,4158,0
11088,4158,0
11121,4158,0
11187,4158,0
11220,4158,0
11253,4158,0
11319,4158,0
11352,4158,0
11385,4158,0
11418,4158,0
11451,4158,0
11484,4158,0
11550,4158,0
11583,4158,0
11616,4158,0
11682,4158,0
11715,4158,0
11748,4158,0
11781,4158,0
11814,4158,0
11847,4158,0
11880,4158,0
11913,4158,0
11946,4158,0
11979,4158,0
12012,4158,0
12045,4158,0
12144,4158,0
12177,4158,0
12210,4158,0
12243,4158,0
12276,4158,0
12309,4158,0
12342,4158,32
12375,4158,0
12408,4158,0
12606,4158,2
12639,4158,0
858,4191,0
891,4191,0
957,4191,0
990,4191,0
1023,4191,0
1056,4191,0
1089,4191,0
1122,4191,0
1155,4191,0
1188,4191,0
1320,4191,0
1353,4191,0
1386,4191,0
1419,4191,0
1452,4191,0
1485,4191,0
1518,4191,0
1551,4191,0
1584,4191,0
1617,4191,0
1650,4191,0
1683,4191,0
1716,4191,0
1815,4191,0
1848,4191,0
1881,4191,0
1914,4191,0
1947,4191,0
1980,4191,0
2013,4191,0
2046,4191,0
2079,4191,0
2145,4191,0
2178,4191,0
2244,4191,0
2277,4191,0
2409,4191,0
2442,4191,0
2475,4191,0
2541,4191,0
2574,4191,0
2607,4191,0
2640,4191,0
2673,4191,0
2739,4191,0
2772,4191,0
2904,4191,0
2937,4191,0
2970,4191,0
3003,4191,0
3069,4191,0
3102,4191,0
3135,4191,0
3168,4191,0
3267,4191,0
3300,4191,0
3366,4191,0
3432,4191,0
3465,4191,0
3498,4191,0
3564,4191,0
3597,4191,0
3630,4191,0
3696,4191,0
3729,4191,0
3828,4191,9
3927,4191,0
3993,4191,0
4191,4191,0
4224,4191,0
4290,4191,0
4323,4191,0
4356,4191,0
4422,4191,0
4455,4191,0
4554,4191,0
4587,4191,0
4620,4191,0
4653,4191,0
4686,4191,0
4719,4191,0
4785,4191,0
4818,4191,0
4851,4191,0
4884,4191,0
4917,4191,0
4950,4191,0
4983,4191,0
5016,4191,0
5082,4191,0
5115,4191,0
5148,4191,0
5181,4191,0
5280,4191,0
5313,4191,0
5412,4191,0
5445,4191,0
5511,4191,0
5544,4191,0
5643,4191,0
5676,4191,0
5742,4191,0
5775,4191,0
5841,4191,0
5874,4191,0
5907,4191,0
5940,4191,0
5973,4191,0
6039,4191,0
6072,4191,0
6105,4191,0
6138,4191,0
6171,4191,0
6237,4191,0
6270,4191,0
6336,4191,0
6369,4191,0
6435,4191,0
6468,4191,0
6501,4191,0
6600,4191,0
6666,4191,0
6732,4191,0
6831,4191,0
7029,4191,0
7062,4191,0
7095,4191,0
7161,4191,0
7194,4191,0
7260,4191,0
7326,4191,0
7359,4191,0
7392,4191,0
7425,4191,0
7458,4191,0
7491,4191,0
7557,4191,0
7590,4191,0
7656,4191,0
7689,4191,0
7722,4191,0
7755,4191,0
7821,4191,0
7986,4191,0
8019,4191,0
8052,4191,0
8085,4191,0
8118,4191,0
8151,4191,0
8184,4191,1
8316,4191,0
8382,4191,0
8415,4191,0
8448,4191,0
8481,4191,0
8514,4191,0
8547,4191,0
8580,4191,0
8646,4191,0
8679,4191,0
8778,4191,0
8844,4191,0
8877,4191,0
8910,4191,0
8943,4191,0
8976,4191,0
9009,4191,0
9042,4191,0
9108,4191,0
9174,4191,0
9207,4191,0
9240,4191,0
9273,4191,0
9306,4191,0
9405,4191,0
9438,4191,0
9504,4191,0
9537,4191,0
9570,4191,0
9603,4191,0
9636,4191,0
9669,4191,0
9735,4191,0
9768,4191,0
9867,4191,0
9933,4191,0
9966,4191,0
9999,4191,0
10065,4191,0
10098,4191,0
10230,4191,0
10329,4191,0
10395,4191,0
10428,4191,0
10527,4191,0
10593,4191,0
10626,4191,0
10659,4191,0
10692,4191,0
10725,4191,0
10791,4191,0
10824,4191,0
10857,4191,0
10890,4191,0
10923,4191,0
10956,4191,0
10989,4191,0
11055,4191,0
11121,4191,0
11187,4191,0
11220,4191,0
11253,4191,0
11286,4191,0
11385,4191,0
11418,4191,0
11484,4191,0
11517,4191,0
11550,4191,0
11583,4191,0
11649,4191,0
11682,4191,0
11715,4191,0
11880,4191,0
11979,4191,0
12012,4191,0
12045,4191,0
12078,4191,0
12111,4191,0
12177,4191,0
12243,4191,0
12276,4191,0
12309,4191,5
12474,4191,0
12540,4191,0
12573,4191,0
12606,4191,0
12639,4191,15
825,4224,0
957,4224,0
990,4224,0
1056,4224,0
1089,4224,0
1122,4224,0
1155,4224,0
1188,4224,0
1221,4224,0
1320,4224,0
1386,4224,0
1419,4224,0
1452,4224,0
1551,4224,0
1584,4224,0
1617,4224,0
1650,4224,0
1683,4224,0
1716,4224,0
1749,4224,0
1782,4224,0
1881,4224,0
1914,4224,0
1947,4224,0
2046,4224,0
2145,4224,0
2178,4224,0
2211,4224,0
2244,4224,0
2277,4224,0
2343,4224,0
2376,4224,0
2409,4224,0
2442,4224,0
2508,4224,0
2541,4224,0
2574,4224,0
2640,4224,0
2673,4224,0
2706,4224,0
2739,4224,0
2772,4224,0
2805,4224,0
2871,4224,0
2904,4224,0
2970,4224,0
3003,4224,0
3069,4224,0
3102,4224,0
3135,4224,0
3201,4224,0
3267,4224,0
3300,4224,0
3366,4224,0
3399,4224,0
3465,4224,0
3498,4224,0
3531,4224,0
3597,4224,0
3630,4224,0
3663,4224,0
3762,4224,0
3795,4224,0
3828,4224,0
3861,4224,0
3927,4224,0
3993,4224,0
4059,4224,0
4092,4224,0
4125,4224,0
4158,4224,0
4191,4224,0
4224,4224,0
4257,4224,0
4356,4224,0
4488,4224,0
4521,4224,0
4554,4224,0
4587,4224,0
4620,4224,0
4653,4224,0
4686,4224,0
4719,4224,0
4752,4224,0
4851,4224,0
4884,4224,0
4917,4224,0
5016,4224,0
5049,4224,0
5148,4224,0
5181,4224,0
5247,4224,0
5280,4224,0
5346,4224,0
5379,4224,0
5412,4224,0
5445,4224,0
5511,4224,0
5544,4224,0
5643,4224,0
5676,4224,0
5742,4224,0
5775,4224,0
5874,4224,0
5907,4224,0
6072,4224,0
6105,4224,0
6138,4224,0
6237,4224,0
6270,4224,0
6303,4224,0
6336,4224,0
6369,4224,0
6435,4224,0
6468,4224,0
6600,4224,0
6633,4224,0
6666,4224,0
6732,4224,0
6765,4224,0
6798,4224,0
6831,4224,0
6864,4224,0
6897,4224,0
6963,4224,0
6996,4224,0
7062,4224,0
7095,4224,0
7128,4224,0
7161,4224,0
7260,4224,0
7293,4224,0
7326,4224,0
7359,4224,0
7392,4224,0
7458,4224,0
7524,4224,0
7590,4224,0
7656,4224,0
7689,4224,0
7788,4224,0
7821,4224,0
7953,4224,0
7986,4224,0
8085,4224,0
8151,4224,2
8184,4224,3
8217,4224,0
8283,4224,0
8349,4224,0
8382,4224,0
8415,4224,0
8514,4224,0
8547,4224,0
8613,4224,0
8646,4224,0
8712,4224,0
8778,4224,0
8811,4224,0
8844,4224,0
8877,4224,0
8943,4224,0
8976,4224,0
9075,4224,0
9108,4224,0
9141,4224,0
9174,4224,0
9207,4224,0
9240,4224,0
9306,4224,0
9339,4224,0
9372,4224,0
9405,4224,0
9438,4224,0
9504,4224,0
9570,4224,0
9669,4224,0
9702,4224,0
9735,4224,0
9768,4224,0
9834,4224,0
9867,4224,0
9900,4224,0
9933,4224,0
9999,4224,0
10032,4224,0
10065,4224,0
10098,4224,0
10131,4224,0
10164,4224,0
10197,4224,0
10329,4224,0
10362,4224,0
10395,4224,0
10428,4224,0
10461,4224,0
10494,4224,0
10527,4224,0
10560,4224,0
10626,4224,0
10692,4224,0
10725,4224,0
10758,4224,0
10824,4224,0
10857,4224,0
10890,4224,0
10956,4224,0
11088,4224,0
11121,4224,0
11154,4224,0
11220,4224,0
11253,4224,0
11286,4224,0
11319,4224,0
11352,4224,0
11385,4224,0
11418,4224,0
11451,4224,0
11517,4224,0
11550,4224,0
11583,4224,0
11616,4224,0
11649,4224,0
11682,4224,0
11715,4224,0
11748,4224,0
11781,4224,0
11814,4224,0
11880,4224,0
11913,4224,0
11946,4224,0
11979,4224,0
12012,4224,0
12045,4224,0
12144,4224,0
12210,4224,0
12243,4224,0
12276,4224,0
12375,4224,0
12474,4224,0
12507,4224,0
12573,4224,0
12606,4224,1
12672,4224,0
12705,4224,0
759,4257,0
891,4257,0
990,4257,0
1023,4257,0
1056,4257,0
1089,4257,0
1122,4257,0
1155,4257,0
1188,4257,0
1254,4257,0
1287,4257,0
1320,4257,0
1419,4257,0
1452,4257,0
1485,4257,0
1518,4257,0
1584,4257,0
1650,4257,0
1749,4257,0
1782,4257,0
1815,4257,0
1848,4257,0
1881,4257,0
1914,4257,0
1947,4257,0
1980,4257,0
2046,4257,0
2079,4257,0
2112,4257,0
2145,4257,0
2211,4257,0
2244,4257,0
2277,4257,0
2376,4257,0
2409,4257,0
2442,4257,0
2475,4257,0
2508,4257,0
2541,4257,0
2607,4257,0
2673,4257,0
2706,4257,0
2805,4257,0
2838,4257,0
2871,4257,0
2904,4257,0
2937,4257,0
2970,4257,0
3003,4257,0
3036,4257,0
3069,4257,0
3102,4257,0
3201,4257,0
3234,4257,0
3300,4257,0
3333,4257,0
3366,4257,0
3399,4257,0
3432,4257,0
3465,4257,0
3498,4257,0
3531,4257,0
3564,4257,0
3597,4257,0
3630,4257,0
3663,4257,0
3696,4257,0
3729,4257,0
3762,4257,0
3795,4257,0
3828,4257,0
3894,4257,0
3927,4257,0
3960,4257,0
3993,4257,0
4026,4257,0
4059,4257,0
4092,4257,0
4125,4257,0
4191,4257,0
4290,4257,0
4356,4257,0
4389,4257,0
4422,4257,0
4455,4257,0
4488,4257,0
4521,4257,0
4554,4257,0
4587,4257,0
4620,4257,0
4653,4257,0
4686,4257,0
4719,4257,0
4752,4257,0
4818,4257,0
4851,4257,0
4884,4257,0
4917,4257,0
4983,4257,0
5016,4257,0
5049,4257,0
5082,4257,0
5115,4257,0
5148,4257,0
5181,4257,0
5247,4257,0
5280,4257,0
5313,4257,0
5379,4257,0
5412,4257,0
5445,4257,0
5610,4257,0
5676,4257,0
5709,4257,0
5742,4257,0
5775,4257,0
5808,4257,0
5907,4257,0
6006,4257,0
6039,4257,0
6072,4257,0
6138,4257,0
6270,4257,0
6303,4257,0
6336,4257,0
6402,4257,0
6435,4257,0
6534,4257,0
6567,4257,0
6600,4257,0
6633,4257,0
6666,4257,0
6732,4257,0
6765,4257,0
6831,4257,0
6864,4257,0
6897,4257,0
6930,4257,0
7029,4257,0
7062,4257,0
7095,4257,0
7128,4257,0
7161,4257,0
7194,4257,0
7260,4257,0
7326,4257,0
7392,4257,0
7425,4257,0
7458,4257,0
7491,4257,0
7524,4257,0
7590,4257,0
7656,4257,0
7755,4257,0
7788,4257,0
7821,4257,0
7887,4257,0
7920,4257,0
7986,4257,0
8118,4257,0
8184,4257,11
8283,4257,0
8316,4257,0
8415,4257,0
8448,4257,0
8481,4257,0
8514,4257,0
8580,4257,0
8613,4257,0
8646,4257,0
8712,4257,0
8778,4257,0
8811,4257,0
8844,4257,0
8910,4257,0
8943,4257,0
9009,4257,0
9042,4257,0
9075,4257,0
9108,4257,0
9141,4257,0
9174,4257,0
9207,4257,0
9240,4257,0
9273,4257,0
9306,4257,0
9339,4257,0
9372,4257,0
9405,4257,0
9438,4257,0
9471,4257,0
9504,4257,0
9603,4257,0
9636,4257,0
9702,4257,0
9735,4257,0
9801,4257,0
9900,4257,0
9933,4257,0
9966,4257,0
10065,4257,0
10230,4257,0
10263,4257,0
10395,4257,0
10428,4257,0
10461,4257,0
10494,4257,0
10527,4257,0
10593,4257,0
10626,4257,0
10758,4257,0
10791,4257,0
10824,4257,0
10890,4257,0
10923,4257,0
10956,4257,0
10989,4257,0
11055,4257,0
11088,4257,0
11154,4257,0
11187,4257,0
11286,4257,0
11319,4257,0
11385,4257,0
11451,4257,0
11484,4257,0
11517,4257,0
11550,4257,0
11583,4257,0
11616,4257,0
11649,4257,0
11682,4257,0
11748,4257,0
11781,4257,0
11814,4257,0
11880,4257,0
11913,4257,0
11946,4257,0
11979,4257,0
12012,4257,0
12045,4257,0
12078,4257,0
12111,4257,0
12144,4257,0
12210,4257,0
12243,4257,0
12276,4257,0
12309,4257,0
12342,4257,0
12375,4257,0
12408,4257,0
12441,4257,0
12474,4257,0
12540,4257,0
12573,4257,0
12606,4257,0
12639,4257,11
12771,4257,0
12804,4257,0
12837,4257,2
12870,4257,0
12903,4257,0
12936,4257,0
792,4290,0
825,4290,0
858,4290,0
891,4290,0
924,4290,0
957,4290,0
990,4290,0
1023,4290,0
1056,4290,0
1089,4290,0
1122,4290,0
1188,4290,0
1221,4290,0
1287,4290,0
1320,4290,0
1386,4290,0
1419,4290,0
1452,4290,0
1485,4290,0
1518,4290,0
1551,4290,0
1584,4290,0
1617,4290,0
1683,4290,0
1749,4290,0
1782,4290,0
1815,4290,0
1848,4290,0
1881,4290,0
1914,4290,0
1947,4290,0
1980,4290,0
2013,4290,0
2046,4290,0
2079,4290,0
2112,4290,0
2145,4290,0
2211,4290,0
2244,4290,0
2277,4290,0
2310,4290,0
2343,4290,0
2376,4290,9
2442,4290,0
2475,4290,0
2508,4290,0
2541,4290,0
2607,4290,0
2673,4290,0
2739,4290,0
2772,4290,0
2805,4290,0
2871,4290,0
2937,4290,0
2970,4290,0
3003,4290,0
3036,4290,0
3102,4290,0
3201,4290,0
3234,4290,0
3300,4290,0
3366,4290,0
3465,4290,0
3498,4290,0
3531,4290,0
3564,4290,0
3663,4290,0
3729,4290,0
3762,4290,0
3795,4290,0
3828,4290,0
3894,4290,0
3927,4290,0
3960,4290,0
3993,4290,0
4026,4290,0
4059,4290,0
4191,4290,0
4224,4290,0
4257,4290,0
4290,4290,0
4323,4290,0
4356,4290,0
4422,4290,0
4488,4290,0
4521,4290,0
4554,4290,0
4587,4290,0
4620,4290,0
4653,4290,0
4686,4290,0
4752,4290,0
4785,4290,0
4851,4290,0
4884,4290,0
4917,4290,0
4950,4290,0
4983,4290,0
5016,4290,0
5049,4290,0
5082,4290,0
5115,4290,0
5148,4290,0
5181,4290,0
5214,4290,0
5247,4290,0
5280,4290,0
5313,4290,0
5346,4290,0
5379,4290,0
5445,4290,0
5478,4290,0
5511,4290,0
5544,4290,0
5577,4290,0
5610,4290,0
5676,4290,0
5709,4290,0
5841,4290,0
5874,4290,0
5907,4290,0
5973,4290,0
6006,4290,0
6039,4290,0
6072,4290,0
6105,4290,0
6171,4290,0
6204,4290,0
6237,4290,0
6270,4290,0
6303,4290,0
6336,4290,1
6369,4290,0
6402,4290,0
6468,4290,0
6534,4290,0
6600,4290,0
6666,4290,0
6831,4290,0
6897,4290,0
6930,4290,0
6963,4290,0
6996,4290,0
7029,4290,0
7062,4290,0
7095,4290,0
7128,4290,0
7161,4290,0
7194,4290,0
7227,4290,0
7260,4290,0
7293,4290,0
7392,4290,0
7458,4290,0
7524,4290,0
7557,4290,0
7590,4290,0
7623,4290,0
7656,4290,0
7689,4290,0
7755,4290,0
7788,4290,0
7887,4290,0
8019,4290,0
8052,4290,0
8217,4290,0
8250,4290,0
8415,4290,0
8481,4290,0
8514,4290,0
8547,4290,0
8580,4290,0
8613,4290,0
8646,4290,0
8679,4290,0
8745,4290,0
8778,4290,0
8811,4290,0
8877,4290,0
8910,4290,0
8976,4290,0
9009,4290,0
9042,4290,0
9075,4290,0
9108,4290,0
9174,4290,0
9240,4290,0
9273,4290,0
9306,4290,0
9339,4290,0
9405,4290,0
9438,4290,0
9504,4290,0
9537,4290,0
9570,4290,0
9603,4290,0
9702,4290,0
9768,4290,0
9834,4290,0
9867,4290,0
9933,4290,0
9999,4290,0
10032,4290,0
10065,4290,0
10098,4290,0
10131,4290,0
10164,4290,0
10230,4290,0
10263,4290,0
10296,4290,0
10362,4290,0
10395,4290,0
10428,4290,0
10461,4290,0
10494,4290,0
10527,4290,0
10560,4290,0
10593,4290,0
10626,4290,0
10659,4290,0
10692,4290,0
10758,4290,0
10791,4290,0
10824,4290,0
10890,4290,0
10923,4290,0
10956,4290,0
10989,4290,0
11055,4290,0
11088,4290,0
11121,4290,0
11187,4290,0
11220,4290,0
11253,4290,0
11286,4290,0
11352,4290,0
11385,4290,0
11451,4290,0
11484,4290,0
11517,4290,0
11550,4290,0
11616,4290,0
11649,4290,0
11682,4290,0
11715,4290,0
11748,4290,0
11781,4290,0
11814,4290,0
11847,4290,0
11880,4290,0
11913,4290,0
11946,4290,0
12012,4290,0
12045,4290,0
12111,4290,0
12144,4290,0
12177,4290,0
12210,4290,0
12243,4290,0
12309,4290,0
12375,4290,0
12573,4290,0
12606,4290,0
12639,4290,0
12705,4290,0
12738,4290,2
12771,4290,0
12804,4290,0
12837,4290,7
12870,4290,0
12903,4290,0
12936,4290,0
12969,4290,0
13002,4290,0
693,4323,0
726,4323,0
759,4323,0
825,4323,0
858,4323,0
924,4323,0
990,4323,0
1023,4323,0
1056,4323,0
1089,4323,0
1155,4323,0
1188,4323,0
1221,4323,0
1254,4323,3
1287,4323,0
1320,4323,0
1386,4323,0
1419,4323,0
1452,4323,0
1518,4323,0
1617,4323,0
1650,4323,0
1683,4323,0
1716,4323,0
1782,4323,0
1815,4323,0
1848,4323,0
1881,4323,0
1980,4323,0
2013,4323,0
2046,4323,0
2112,4323,0
2145,4323,0
2211,4323,0
2277,4323,0
2310,4323,0
2376,4323,0
2409,4323,0
2442,4323,0
2475,4323,0
2508,4323,0
2574,4323,0
2607,4323,0
2640,4323,0
2706,4323,0
2739,4323,0
2805,4323,0
2838,4323,0
2871,4323,0
2904,4323,0
2937,4323,0
2970,4323,0
3003,4323,0
3036,4323,0
3069,4323,0
3135,4323,0
3201,4323,0
3234,4323,0
3267,4323,0
3333,4323,0
3366,4323,0
3432,4323,0
3465,4323,0
3498,4323,0
3564,4323,0
3630,4323,0
3663,4323,0
3729,4323,0
3795,4323,0
3861,4323,0
3894,4323,0
3927,4323,0
3960,4323,0
3993,4323,0
4026,4323,0
4092,4323,0
4125,4323,0
4158,4323,0
4191,4323,0
4224,4323,0
4257,4323,0
4290,4323,0
4323,4323,0
4356,4323,0
4389,4323,0
4455,4323,0
4521,4323,0
4587,4323,0
4620,4323,0
4686,4323,0
4752,4323,0
4818,4323,0
4851,4323,0
4884,4323,0
4917,4323,0
4950,4323,0
5016,4323,0
5049,4323,0
5082,4323,0
5214,4323,0
5247,4323,18
5280,4323,0
5313,4323,0
5346,4323,0
5412,4323,0
5445,4323,0
5478,4323,0
5544,4323,0
5610,4323,0
5676,4323,0
5775,4323,0
5808,4323,0
5907,4323,0
5940,4323,0
6006,4323,0
6105,4323,0
6171,4323,0
6204,4323,0
6237,4323,0
6270,4323,0
6303,4323,0
6336,4323,0
6369,4323,0
6402,4323,0
6468,4323,0
6534,4323,0
6567,4323,0
6600,4323,0
6666,4323,0
6699,4323,0
6765,4323,0
6798,4323,0
6897,4323,0
6996,4323,0
7062,4323,0
7095,4323,0
7128,4323,0
7194,4323,0
7227,4323,0
7260,4323,0
7293,4323,0
7326,4323,0
7359,4323,0
7425,4323,0
7458,4323,0
7557,4323,0
7590,4323,0
7722,4323,0
7755,4323,0
7788,4323,0
7821,4323,0
7854,4323,0
7887,4323,0
7953,4323,0
7986,4323,0
8019,4323,0
8052,4323,0
8118,4323,0
8151,4323,0
8184,4323,8
8217,4323,0
8250,4323,0
8316,4323,0
8349,4323,0
8448,4323,0
8481,4323,0
8514,4323,0
8547,4323,0
8580,4323,0
8646,4323,0
8679,4323,0
8745,4323,0
8778,4323,0
8844,4323,0
8910,4323,0
8943,4323,0
8976,4323,0
9042,4323,0
9108,4323,0
9141,4323,0
9174,4323,0
9207,4323,0
9240,4323,0
9273,4323,0
9306,4323,0
9405,4323,0
9471,4323,0
9504,4323,0
9570,4323,0
9603,4323,0
9702,4323,0
9768,4323,0
9801,4323,0
9834,4323,0
9867,4323,0
9933,4323,0
9966,4323,0
10032,4323,0
10065,4323,0
10131,4323,0
10164,4323,0
10197,4323,0
10230,4323,0
10296,4323,0
10329,4323,0
10362,4323,0
10395,4323,0
10428,4323,0
10461,4323,0
10494,4323,0
10527,4323,0
10560,4323,0
10593,4323,0
10659,4323,0
10692,4323,0
10725,4323,0
10758,4323,0
10824,4323,0
10989,4323,0
11022,4323,0
11055,4323,0
11088,4323,0
11187,4323,0
11220,4323,0
11253,4323,0
11286,4323,0
11418,4323,0
11451,4323,0
11484,4323,0
11517,4323,0
11550,4323,0
11682,4323,0
11715,4323,0
11814,4323,0
11847,4323,0
12012,4323,0
12045,4323,0
12078,4323,0
12111,4323,0
12144,4323,0
12276,4323,0
12309,4323,0
12441,4323,0
12474,4323,0
12507,4323,0
12540,4323,0
12573,4323,0
12606,4323,0
12705,4323,0
12738,4323,3
12771,4323,0
12870,4323,0
13002,4323,0
13035,4323,0
594,4356,0
693,4356,0
726,4356,0
759,4356,0
792,4356,0
891,4356,0
924,4356,0
957,4356,0
990,4356,0
1089,4356,0
1155,4356,0
1188,4356,0
1221,4356,0
1254,4356,0
1287,4356,0
1320,4356,0
1353,4356,0
1386,4356,0
1419,4356,0
1452,4356,0
1485,4356,0
1584,4356,0
1650,4356,0
1749,4356,0
1815,4356,0
1848,4356,0
1881,4356,0
1914,4356,0
1947,4356,0
1980,4356,0
2013,4356,0
2079,4356,0
2112,4356,0
2145,4356,0
2178,4356,0
2244,4356,0
2310,4356,0
2343,4356,0
2376,4356,0
2409,4356,0
2475,4356,0
2541,4356,0
2574,4356,0
2607,4356,0
2673,4356,0
2706,4356,0
2739,4356,0
2772,4356,0
2805,4356,0
2838,4356,0
2937,4356,0
2970,4356,0
3036,4356,0
3069,4356,0
3135,4356,0
3168,4356,0
3201,4356,0
3234,4356,0
3267,4356,0
3300,4356,0
3333,4356,0
3366,4356,0
3399,4356,0
3432,4356,0
3597,4356,0
3696,4356,0
3729,4356,0
3762,4356,0
3861,4356,0
3894,4356,0
3927,4356,0
3960,4356,0
3993,4356,0
4059,4356,0
4092,4356,0
4125,4356,0
4158,4356,0
4191,4356,0
4257,4356,0
4323,4356,0
4389,4356,0
4422,4356,0
4455,4356,0
4488,4356,0
4521,4356,0
4620,4356,0
4719,4356,0
4752,4356,0
4785,4356,0
4818,4356,0
4851,4356,0
4884,4356,0
4917,4356,0
4950,4356,0
5016,4356,0
5082,4356,0
5214,4356,0
5247,4356,0
5280,4356,0
5313,4356,0
5346,4356,0
5379,4356,0
5412,4356,0
5445,4356,0
5478,4356,0
5511,4356,0
5544,4356,0
5577,4356,0
5610,4356,0
5709,4356,0
5742,4356,0
5775,4356,0
5808,4356,0
5841,4356,0
5874,4356,0
5907,4356,0
5940,4356,0
6006,4356,0
6039,4356,0
6105,4356,0
6138,4356,0
6171,4356,0
6204,4356,0
6303,4356,0
6369,4356,0
6402,4356,0
6435,4356,0
6501,4356,0
6567,4356,0
6600,4356,0
6633,4356,0
6666,4356,0
6732,4356,0
6765,4356,0
6897,4356,0
7062,4356,0
7095,4356,0
7128,4356,0
7161,4356,0
7194,4356,0
7293,4356,0
7326,4356,0
7425,4356,0
7458,4356,0
7491,4356,0
7557,4356,0
7623,4356,0
7689,4356,0
7722,4356,0
7755,4356,0
7788,4356,0
7821,4356,0
7854,4356,0
7953,4356,0
7986,4356,0
8019,4356,0
8250,4356,0
8283,4356,0
8316,4356,0
8382,4356,0
8514,4356,0
8547,4356,0
8580,4356,0
8646,4356,0
8679,4356,0
8712,4356,0
8778,4356,0
8811,4356,0
8877,4356,0
8910,4356,0
8943,4356,0
9009,4356,0
9108,4356,0
9174,4356,0
9207,4356,0
9273,4356,0
9306,4356,0
9339,4356,0
9405,4356,0
9438,4356,0
9471,4356,0
9570,4356,6
9603,4356,0
9636,4356,0
9669,4356,0
9702,4356,0
9801,4356,0
9900,4356,0
9999,4356,0
10032,4356,0
10131,4356,0
10164,4356,0
10197,4356,0
10230,4356,0
10296,4356,0
10329,4356,0
10395,4356,0
10428,4356,0
10461,4356,0
10494,4356,0
10527,4356,0
10560,4356,0
10593,4356,0
10626,4356,0
10659,4356,0
10758,4356,0
10791,4356,0
10824,4356,0
10857,4356,0
10890,4356,0
10956,4356,0
11022,4356,0
11055,4356,0
